SKU,Name,Brand,Category,Series,Poles,RatedCurrent_A,Capacity_kVAr,BreakingCapacity_kA,LeakageCurrent_mA,Width_mm,Height_mm,Depth_mm,Pitch_mm,Price_VND
DSP 3P 16A 36kA,Formula DSP MCCB 3P 16A 36kA — 1SDA116251R1,ABB,MCCB,Formula DSP,3,16,,36,,90,130,70,30,2614700
DSP 4P 16A 36kA,Formula DSP MCCB 4P 16A 36kA — 1SDA116262R1,ABB,MCCB,Formula DSP,4,16,,36,,120,130,70,30,3528800
DSP 3P 20A 36kA,Formula DSP MCCB 3P 20A 36kA — 1SDA116252R1,ABB,MCCB,Formula DSP,3,20,,36,,90,130,70,30,2614700
DSP 4P 20A 36kA,Formula DSP MCCB 4P 20A 36kA — 1SDA116263R1,ABB,MCCB,Formula DSP,4,20,,36,,120,130,70,30,3528800
DSP 3P 25A 36kA,Formula DSP MCCB 3P 25A 36kA — 1SDA116253R1,ABB,MCCB,Formula DSP,3,25,,36,,90,130,70,30,2614700
DSP 4P 25A 36kA,Formula DSP MCCB 4P 25A 36kA — 1SDA116264R1,ABB,MCCB,Formula DSP,4,25,,36,,120,130,70,30,3528800
DSP 3P 32A 36kA,Formula DSP MCCB 3P 32A 36kA — 1SDA116254R1,ABB,MCCB,Formula DSP,3,32,,36,,90,130,70,30,2614700
DSP 4P 32A 36kA,Formula DSP MCCB 4P 32A 36kA — 1SDA116265R1,ABB,MCCB,Formula DSP,4,32,,36,,120,130,70,30,3528800
DSP 3P 40A 36kA,Formula DSP MCCB 3P 40A 36kA — 1SDA116255R1,ABB,MCCB,Formula DSP,3,40,,36,,90,130,70,30,2614700
DSP 4P 40A 36kA,Formula DSP MCCB 4P 40A 36kA — 1SDA116266R1,ABB,MCCB,Formula DSP,4,40,,36,,120,130,70,30,3528800
DSP 3P 50A 36kA,Formula DSP MCCB 3P 50A 36kA — 1SDA116256R1,ABB,MCCB,Formula DSP,3,50,,36,,90,130,70,30,2614700
DSP 4P 50A 36kA,Formula DSP MCCB 4P 50A 36kA — 1SDA116267R1,ABB,MCCB,Formula DSP,4,50,,36,,120,130,70,30,3528800
DSP 3P 63A 36kA,Formula DSP MCCB 3P 63A 36kA — 1SDA116257R1,ABB,MCCB,Formula DSP,3,63,,36,,90,130,70,30,2614700
DSP 4P 63A 36kA,Formula DSP MCCB 4P 63A 36kA — 1SDA116268R1,ABB,MCCB,Formula DSP,4,63,,36,,120,130,70,30,3528800
DSP 3P 80A 36kA,Formula DSP MCCB 3P 80A 36kA — 1SDA116258R1,ABB,MCCB,Formula DSP,3,80,,36,,90,130,70,30,2713700
DSP 4P 80A 36kA,Formula DSP MCCB 4P 80A 36kA — 1SDA116269R1,ABB,MCCB,Formula DSP,4,80,,36,,120,130,70,30,3663000
DSP 3P 100A 36kA,Formula DSP MCCB 3P 100A 36kA — 1SDA116259R1,ABB,MCCB,Formula DSP,3,100,,36,,90,130,70,30,2713700
DSP 4P 100A 36kA,Formula DSP MCCB 4P 100A 36kA — 1SDA116270R1,ABB,MCCB,Formula DSP,4,100,,36,,120,130,70,30,3663000
DSP 3P 125A 36kA,Formula DSP MCCB 3P 125A 36kA — 1SDA116260R1,ABB,MCCB,Formula DSP,3,125,,36,,90,130,70,30,3583800
DSP 4P 125A 36kA,Formula DSP MCCB 4P 125A 36kA — 1SDA116273R1,ABB,MCCB,Formula DSP,4,125,,36,,120,130,70,30,4837800
DSP 3P 160A 36kA,Formula DSP MCCB 3P 160A 36kA — 1SDA116261R1,ABB,MCCB,Formula DSP,3,160,,36,,90,130,70,30,4407700
DSP 4P 160A 36kA,Formula DSP MCCB 4P 160A 36kA — 1SDA116274R1,ABB,MCCB,Formula DSP,4,160,,36,,120,130,70,30,5948800
DSP 3P 16A 50kA,Formula DSP MCCB 3P 16A 50kA — 1SDA116275R1,ABB,MCCB,Formula DSP,3,16,,50,,90,130,70,30,2866600
DSP 4P 16A 50kA,Formula DSP MCCB 4P 16A 50kA — 1SDA116286R1,ABB,MCCB,Formula DSP,4,16,,50,,120,130,70,30,3869800
DSP 3P 20A 50kA,Formula DSP MCCB 3P 20A 50kA — 1SDA116276R1,ABB,MCCB,Formula DSP,3,20,,50,,90,130,70,30,2866600
DSP 4P 20A 50kA,Formula DSP MCCB 4P 20A 50kA — 1SDA116287R1,ABB,MCCB,Formula DSP,4,20,,50,,120,130,70,30,3869800
DSP 3P 25A 50kA,Formula DSP MCCB 3P 25A 50kA — 1SDA116277R1,ABB,MCCB,Formula DSP,3,25,,50,,90,130,70,30,2866600
DSP 4P 25A 50kA,Formula DSP MCCB 4P 25A 50kA — 1SDA116288R1,ABB,MCCB,Formula DSP,4,25,,50,,120,130,70,30,3869800
DSP 3P 32A 50kA,Formula DSP MCCB 3P 32A 50kA — 1SDA116278R1,ABB,MCCB,Formula DSP,3,32,,50,,90,130,70,30,2866600
DSP 4P 32A 50kA,Formula DSP MCCB 4P 32A 50kA — 1SDA116289R1,ABB,MCCB,Formula DSP,4,32,,50,,120,130,70,30,3869800
DSP 3P 40A 50kA,Formula DSP MCCB 3P 40A 50kA — 1SDA116279R1,ABB,MCCB,Formula DSP,3,40,,50,,90,130,70,30,2866600
DSP 4P 40A 50kA,Formula DSP MCCB 4P 40A 50kA — 1SDA116290R1,ABB,MCCB,Formula DSP,4,40,,50,,120,130,70,30,3869800
DSP 3P 50A 50kA,Formula DSP MCCB 3P 50A 50kA — 1SDA116280R1,ABB,MCCB,Formula DSP,3,50,,50,,90,130,70,30,2866600
DSP 4P 50A 50kA,Formula DSP MCCB 4P 50A 50kA — 1SDA116291R1,ABB,MCCB,Formula DSP,4,50,,50,,120,130,70,30,3869800
DSP 3P 63A 50kA,Formula DSP MCCB 3P 63A 50kA — 1SDA116281R1,ABB,MCCB,Formula DSP,3,63,,50,,90,130,70,30,2866600
DSP 4P 63A 50kA,Formula DSP MCCB 4P 63A 50kA — 1SDA116292R1,ABB,MCCB,Formula DSP,4,63,,50,,120,130,70,30,3869800
DSP 3P 80A 50kA,Formula DSP MCCB 3P 80A 50kA — 1SDA116282R1,ABB,MCCB,Formula DSP,3,80,,50,,90,130,70,30,2974400
DSP 4P 80A 50kA,Formula DSP MCCB 4P 80A 50kA — 1SDA116293R1,ABB,MCCB,Formula DSP,4,80,,50,,120,130,70,30,4013900
DSP 3P 100A 50kA,Formula DSP MCCB 3P 100A 50kA — 1SDA116283R1,ABB,MCCB,Formula DSP,3,100,,50,,90,130,70,30,2974400
DSP 4P 100A 50kA,Formula DSP MCCB 4P 100A 50kA — 1SDA116294R1,ABB,MCCB,Formula DSP,4,100,,50,,120,130,70,30,4013900
DSP 3P 125A 50kA,Formula DSP MCCB 3P 125A 50kA — 1SDA116284R1,ABB,MCCB,Formula DSP,3,125,,50,,90,130,70,30,3820300
DSP 4P 125A 50kA,Formula DSP MCCB 4P 125A 50kA — 1SDA116297R1,ABB,MCCB,Formula DSP,4,125,,50,,120,130,70,30,5157200
DSP 3P 160A 50kA,Formula DSP MCCB 3P 160A 50kA — 1SDA116285R1,ABB,MCCB,Formula DSP,3,160,,50,,90,130,70,30,4698100
DSP 4P 160A 50kA,Formula DSP MCCB 4P 160A 50kA — 1SDA116298R1,ABB,MCCB,Formula DSP,4,160,,50,,120,130,70,30,6341500
BH-D6 1P 0.5A C,Mitsubishi BH-D6 MCB 1P 0.5A 6kA (curve C),Mitsubishi,MCB,BH-D6,1,0.5,,6,,18,85,68,0,302000
BH-D6 1P 1A C,Mitsubishi BH-D6 MCB 1P 1A 6kA (curve C),Mitsubishi,MCB,BH-D6,1,1,,6,,18,85,68,0,302000
BH-D6 1P 1.6A C,Mitsubishi BH-D6 MCB 1P 1.6A 6kA (curve C),Mitsubishi,MCB,BH-D6,1,1.6,,6,,18,85,68,0,302000
BH-D6 1P 2A C,Mitsubishi BH-D6 MCB 1P 2A 6kA (curve C),Mitsubishi,MCB,BH-D6,1,2,,6,,18,85,68,0,302000
BH-D6 1P 3A C,Mitsubishi BH-D6 MCB 1P 3A 6kA (curve C),Mitsubishi,MCB,BH-D6,1,3,,6,,18,85,68,0,178000
BH-D6 1P 4A C,Mitsubishi BH-D6 MCB 1P 4A 6kA (curve C),Mitsubishi,MCB,BH-D6,1,4,,6,,18,85,68,0,178000
BH-D6 1P 6A C,Mitsubishi BH-D6 MCB 1P 6A 6kA (curve C),Mitsubishi,MCB,BH-D6,1,6,,6,,18,85,68,0,178000
BH-D6 1P 10A C,Mitsubishi BH-D6 MCB 1P 10A 6kA (curve C),Mitsubishi,MCB,BH-D6,1,10,,6,,18,85,68,0,122000
BH-D6 1P 13A C,Mitsubishi BH-D6 MCB 1P 13A 6kA (curve C),Mitsubishi,MCB,BH-D6,1,13,,6,,18,85,68,0,122000
BH-D6 1P 16A C,Mitsubishi BH-D6 MCB 1P 16A 6kA (curve C),Mitsubishi,MCB,BH-D6,1,16,,6,,18,85,68,0,122000
BH-D6 1P 20A C,Mitsubishi BH-D6 MCB 1P 20A 6kA (curve C),Mitsubishi,MCB,BH-D6,1,20,,6,,18,85,68,0,122000
BH-D6 1P 25A C,Mitsubishi BH-D6 MCB 1P 25A 6kA (curve C),Mitsubishi,MCB,BH-D6,1,25,,6,,18,85,68,0,141000
BH-D6 1P 32A C,Mitsubishi BH-D6 MCB 1P 32A 6kA (curve C),Mitsubishi,MCB,BH-D6,1,32,,6,,18,85,68,0,141000
BH-D6 1P 40A C,Mitsubishi BH-D6 MCB 1P 40A 6kA (curve C),Mitsubishi,MCB,BH-D6,1,40,,6,,18,85,68,0,169000
BH-D6 1P 50A C,Mitsubishi BH-D6 MCB 1P 50A 6kA (curve C),Mitsubishi,MCB,BH-D6,1,50,,6,,18,85,68,0,220000
BH-D6 1P 63A C,Mitsubishi BH-D6 MCB 1P 63A 6kA (curve C),Mitsubishi,MCB,BH-D6,1,63,,6,,18,85,68,0,250000
BH-D6 2P 0.5A C,Mitsubishi BH-D6 MCB 2P 0.5A 6kA (curve C),Mitsubishi,MCB,BH-D6,2,0.5,,6,,36,85,68,18,580000
BH-D6 2P 1A C,Mitsubishi BH-D6 MCB 2P 1A 6kA (curve C),Mitsubishi,MCB,BH-D6,2,1,,6,,36,85,68,18,580000
BH-D6 2P 1.6A C,Mitsubishi BH-D6 MCB 2P 1.6A 6kA (curve C),Mitsubishi,MCB,BH-D6,2,1.6,,6,,36,85,68,18,580000
BH-D6 2P 2A C,Mitsubishi BH-D6 MCB 2P 2A 6kA (curve C),Mitsubishi,MCB,BH-D6,2,2,,6,,36,85,68,18,580000
BH-D6 2P 3A C,Mitsubishi BH-D6 MCB 2P 3A 6kA (curve C),Mitsubishi,MCB,BH-D6,2,3,,6,,36,85,68,18,417000
BH-D6 2P 4A C,Mitsubishi BH-D6 MCB 2P 4A 6kA (curve C),Mitsubishi,MCB,BH-D6,2,4,,6,,36,85,68,18,417000
BH-D6 2P 6A C,Mitsubishi BH-D6 MCB 2P 6A 6kA (curve C),Mitsubishi,MCB,BH-D6,2,6,,6,,36,85,68,18,417000
BH-D6 2P 10A C,Mitsubishi BH-D6 MCB 2P 10A 6kA (curve C),Mitsubishi,MCB,BH-D6,2,10,,6,,36,85,68,18,302000
BH-D6 2P 13A C,Mitsubishi BH-D6 MCB 2P 13A 6kA (curve C),Mitsubishi,MCB,BH-D6,2,13,,6,,36,85,68,18,302000
BH-D6 2P 16A C,Mitsubishi BH-D6 MCB 2P 16A 6kA (curve C),Mitsubishi,MCB,BH-D6,2,16,,6,,36,85,68,18,302000
BH-D6 2P 20A C,Mitsubishi BH-D6 MCB 2P 20A 6kA (curve C),Mitsubishi,MCB,BH-D6,2,20,,6,,36,85,68,18,302000
BH-D6 2P 25A C,Mitsubishi BH-D6 MCB 2P 25A 6kA (curve C),Mitsubishi,MCB,BH-D6,2,25,,6,,36,85,68,18,338000
BH-D6 2P 32A C,Mitsubishi BH-D6 MCB 2P 32A 6kA (curve C),Mitsubishi,MCB,BH-D6,2,32,,6,,36,85,68,18,338000
BH-D6 2P 40A C,Mitsubishi BH-D6 MCB 2P 40A 6kA (curve C),Mitsubishi,MCB,BH-D6,2,40,,6,,36,85,68,18,430000
BH-D6 2P 50A C,Mitsubishi BH-D6 MCB 2P 50A 6kA (curve C),Mitsubishi,MCB,BH-D6,2,50,,6,,36,85,68,18,509000
BH-D6 2P 63A C,Mitsubishi BH-D6 MCB 2P 63A 6kA (curve C),Mitsubishi,MCB,BH-D6,2,63,,6,,36,85,68,18,548000
BH-D6 3P 0.5A C,Mitsubishi BH-D6 MCB 3P 0.5A 6kA (curve C),Mitsubishi,MCB,BH-D6,3,0.5,,6,,54,85,68,18,892000
BH-D6 3P 1A C,Mitsubishi BH-D6 MCB 3P 1A 6kA (curve C),Mitsubishi,MCB,BH-D6,3,1,,6,,54,85,68,18,892000
BH-D6 3P 1.6A C,Mitsubishi BH-D6 MCB 3P 1.6A 6kA (curve C),Mitsubishi,MCB,BH-D6,3,1.6,,6,,54,85,68,18,892000
BH-D6 3P 2A C,Mitsubishi BH-D6 MCB 3P 2A 6kA (curve C),Mitsubishi,MCB,BH-D6,3,2,,6,,54,85,68,18,892000
BH-D6 3P 3A C,Mitsubishi BH-D6 MCB 3P 3A 6kA (curve C),Mitsubishi,MCB,BH-D6,3,3,,6,,54,85,68,18,644000
BH-D6 3P 4A C,Mitsubishi BH-D6 MCB 3P 4A 6kA (curve C),Mitsubishi,MCB,BH-D6,3,4,,6,,54,85,68,18,644000
BH-D6 3P 6A C,Mitsubishi BH-D6 MCB 3P 6A 6kA (curve C),Mitsubishi,MCB,BH-D6,3,6,,6,,54,85,68,18,644000
BH-D6 3P 10A C,Mitsubishi BH-D6 MCB 3P 10A 6kA (curve C),Mitsubishi,MCB,BH-D6,3,10,,6,,54,85,68,18,530000
BH-D6 3P 13A C,Mitsubishi BH-D6 MCB 3P 13A 6kA (curve C),Mitsubishi,MCB,BH-D6,3,13,,6,,54,85,68,18,530000
BH-D6 3P 16A C,Mitsubishi BH-D6 MCB 3P 16A 6kA (curve C),Mitsubishi,MCB,BH-D6,3,16,,6,,54,85,68,18,530000
BH-D6 3P 20A C,Mitsubishi BH-D6 MCB 3P 20A 6kA (curve C),Mitsubishi,MCB,BH-D6,3,20,,6,,54,85,68,18,530000
BH-D6 3P 25A C,Mitsubishi BH-D6 MCB 3P 25A 6kA (curve C),Mitsubishi,MCB,BH-D6,3,25,,6,,54,85,68,18,580000
BH-D6 3P 32A C,Mitsubishi BH-D6 MCB 3P 32A 6kA (curve C),Mitsubishi,MCB,BH-D6,3,32,,6,,54,85,68,18,580000
BH-D6 3P 40A C,Mitsubishi BH-D6 MCB 3P 40A 6kA (curve C),Mitsubishi,MCB,BH-D6,3,40,,6,,54,85,68,18,680000
BH-D6 3P 50A C,Mitsubishi BH-D6 MCB 3P 50A 6kA (curve C),Mitsubishi,MCB,BH-D6,3,50,,6,,54,85,68,18,761000
BH-D6 3P 63A C,Mitsubishi BH-D6 MCB 3P 63A 6kA (curve C),Mitsubishi,MCB,BH-D6,3,63,,6,,54,85,68,18,817000
BH-D6 4P 0.5A C,Mitsubishi BH-D6 MCB 4P 0.5A 6kA (curve C),Mitsubishi,MCB,BH-D6,4,0.5,,6,,72,85,68,18,1219000
BH-D6 4P 1A C,Mitsubishi BH-D6 MCB 4P 1A 6kA (curve C),Mitsubishi,MCB,BH-D6,4,1,,6,,72,85,68,18,1219000
BH-D6 4P 1.6A C,Mitsubishi BH-D6 MCB 4P 1.6A 6kA (curve C),Mitsubishi,MCB,BH-D6,4,1.6,,6,,72,85,68,18,1219000
BH-D6 4P 2A C,Mitsubishi BH-D6 MCB 4P 2A 6kA (curve C),Mitsubishi,MCB,BH-D6,4,2,,6,,72,85,68,18,1219000
BH-D6 4P 3A C,Mitsubishi BH-D6 MCB 4P 3A 6kA (curve C),Mitsubishi,MCB,BH-D6,4,3,,6,,72,85,68,18,907000
BH-D6 4P 4A C,Mitsubishi BH-D6 MCB 4P 4A 6kA (curve C),Mitsubishi,MCB,BH-D6,4,4,,6,,72,85,68,18,907000
BH-D6 4P 6A C,Mitsubishi BH-D6 MCB 4P 6A 6kA (curve C),Mitsubishi,MCB,BH-D6,4,6,,6,,72,85,68,18,907000
BH-D6 4P 10A C,Mitsubishi BH-D6 MCB 4P 10A 6kA (curve C),Mitsubishi,MCB,BH-D6,4,10,,6,,72,85,68,18,725000
BH-D6 4P 13A C,Mitsubishi BH-D6 MCB 4P 13A 6kA (curve C),Mitsubishi,MCB,BH-D6,4,13,,6,,72,85,68,18,725000
BH-D6 4P 16A C,Mitsubishi BH-D6 MCB 4P 16A 6kA (curve C),Mitsubishi,MCB,BH-D6,4,16,,6,,72,85,68,18,725000
BH-D6 4P 20A C,Mitsubishi BH-D6 MCB 4P 20A 6kA (curve C),Mitsubishi,MCB,BH-D6,4,20,,6,,72,85,68,18,725000
BH-D6 4P 25A C,Mitsubishi BH-D6 MCB 4P 25A 6kA (curve C),Mitsubishi,MCB,BH-D6,4,25,,6,,72,85,68,18,787000
BH-D6 4P 32A C,Mitsubishi BH-D6 MCB 4P 32A 6kA (curve C),Mitsubishi,MCB,BH-D6,4,32,,6,,72,85,68,18,787000
BH-D6 4P 40A C,Mitsubishi BH-D6 MCB 4P 40A 6kA (curve C),Mitsubishi,MCB,BH-D6,4,40,,6,,72,85,68,18,945000
BH-D6 4P 50A C,Mitsubishi BH-D6 MCB 4P 50A 6kA (curve C),Mitsubishi,MCB,BH-D6,4,50,,6,,72,85,68,18,1063000
BH-D6 4P 63A C,Mitsubishi BH-D6 MCB 4P 63A 6kA (curve C),Mitsubishi,MCB,BH-D6,4,63,,6,,72,85,68,18,1063000
BH-D6 1P+N 0.5A C,Mitsubishi BH-D6 MCB 1P+N 0.5A 6kA (curve C),Mitsubishi,MCB,BH-D6,2,0.5,,6,,36,85,68,18,552000
BH-D6 1P+N 1A C,Mitsubishi BH-D6 MCB 1P+N 1A 6kA (curve C),Mitsubishi,MCB,BH-D6,2,1,,6,,36,85,68,18,552000
BH-D6 1P+N 1.6A C,Mitsubishi BH-D6 MCB 1P+N 1.6A 6kA (curve C),Mitsubishi,MCB,BH-D6,2,1.6,,6,,36,85,68,18,552000
BH-D6 1P+N 2A C,Mitsubishi BH-D6 MCB 1P+N 2A 6kA (curve C),Mitsubishi,MCB,BH-D6,2,2,,6,,36,85,68,18,552000
BH-D6 1P+N 3A C,Mitsubishi BH-D6 MCB 1P+N 3A 6kA (curve C),Mitsubishi,MCB,BH-D6,2,3,,6,,36,85,68,18,400000
BH-D6 1P+N 4A C,Mitsubishi BH-D6 MCB 1P+N 4A 6kA (curve C),Mitsubishi,MCB,BH-D6,2,4,,6,,36,85,68,18,400000
BH-D6 1P+N 6A C,Mitsubishi BH-D6 MCB 1P+N 6A 6kA (curve C),Mitsubishi,MCB,BH-D6,2,6,,6,,36,85,68,18,400000
BH-D6 1P+N 10A C,Mitsubishi BH-D6 MCB 1P+N 10A 6kA (curve C),Mitsubishi,MCB,BH-D6,2,10,,6,,36,85,68,18,287000
BH-D6 1P+N 13A C,Mitsubishi BH-D6 MCB 1P+N 13A 6kA (curve C),Mitsubishi,MCB,BH-D6,2,13,,6,,36,85,68,18,287000
BH-D6 1P+N 16A C,Mitsubishi BH-D6 MCB 1P+N 16A 6kA (curve C),Mitsubishi,MCB,BH-D6,2,16,,6,,36,85,68,18,287000
BH-D6 1P+N 20A C,Mitsubishi BH-D6 MCB 1P+N 20A 6kA (curve C),Mitsubishi,MCB,BH-D6,2,20,,6,,36,85,68,18,287000
BH-D6 1P+N 25A C,Mitsubishi BH-D6 MCB 1P+N 25A 6kA (curve C),Mitsubishi,MCB,BH-D6,2,25,,6,,36,85,68,18,321000
BH-D6 1P+N 32A C,Mitsubishi BH-D6 MCB 1P+N 32A 6kA (curve C),Mitsubishi,MCB,BH-D6,2,32,,6,,36,85,68,18,321000
BH-D6 1P+N 40A C,Mitsubishi BH-D6 MCB 1P+N 40A 6kA (curve C),Mitsubishi,MCB,BH-D6,2,40,,6,,36,85,68,18,409000
BH-D10 1P 0.5A C,Mitsubishi BH-D10 MCB 1P 0.5A 10kA (curve C),Mitsubishi,MCB,BH-D10,1,0.5,,10,,18,85,68,0,334000
BH-D10 1P 1A C,Mitsubishi BH-D10 MCB 1P 1A 10kA (curve C),Mitsubishi,MCB,BH-D10,1,1,,10,,18,85,68,0,334000
BH-D10 1P 1.6A C,Mitsubishi BH-D10 MCB 1P 1.6A 10kA (curve C),Mitsubishi,MCB,BH-D10,1,1.6,,10,,18,85,68,0,334000
BH-D10 1P 2A C,Mitsubishi BH-D10 MCB 1P 2A 10kA (curve C),Mitsubishi,MCB,BH-D10,1,2,,10,,18,85,68,0,302000
BH-D10 1P 3A C,Mitsubishi BH-D10 MCB 1P 3A 10kA (curve C),Mitsubishi,MCB,BH-D10,1,3,,10,,18,85,68,0,302000
BH-D10 1P 4A C,Mitsubishi BH-D10 MCB 1P 4A 10kA (curve C),Mitsubishi,MCB,BH-D10,1,4,,10,,18,85,68,0,302000
BH-D10 1P 6A C,Mitsubishi BH-D10 MCB 1P 6A 10kA (curve C),Mitsubishi,MCB,BH-D10,1,6,,10,,18,85,68,0,252000
BH-D10 1P 10A C,Mitsubishi BH-D10 MCB 1P 10A 10kA (curve C),Mitsubishi,MCB,BH-D10,1,10,,10,,18,85,68,0,182000
BH-D10 1P 13A C,Mitsubishi BH-D10 MCB 1P 13A 10kA (curve C),Mitsubishi,MCB,BH-D10,1,13,,10,,18,85,68,0,182000
BH-D10 1P 16A C,Mitsubishi BH-D10 MCB 1P 16A 10kA (curve C),Mitsubishi,MCB,BH-D10,1,16,,10,,18,85,68,0,182000
BH-D10 1P 20A C,Mitsubishi BH-D10 MCB 1P 20A 10kA (curve C),Mitsubishi,MCB,BH-D10,1,20,,10,,18,85,68,0,182000
BH-D10 1P 25A C,Mitsubishi BH-D10 MCB 1P 25A 10kA (curve C),Mitsubishi,MCB,BH-D10,1,25,,10,,18,85,68,0,212000
BH-D10 1P 32A C,Mitsubishi BH-D10 MCB 1P 32A 10kA (curve C),Mitsubishi,MCB,BH-D10,1,32,,10,,18,85,68,0,212000
BH-D10 1P 40A C,Mitsubishi BH-D10 MCB 1P 40A 10kA (curve C),Mitsubishi,MCB,BH-D10,1,40,,10,,18,85,68,0,252000
BH-D10 1P 50A C,Mitsubishi BH-D10 MCB 1P 50A 10kA (curve C),Mitsubishi,MCB,BH-D10,1,50,,10,,18,85,68,0,302000
BH-D10 1P 63A C,Mitsubishi BH-D10 MCB 1P 63A 10kA (curve C),Mitsubishi,MCB,BH-D10,1,63,,10,,18,85,68,0,334000
BH-D10 2P 0.5A C,Mitsubishi BH-D10 MCB 2P 0.5A 10kA (curve C),Mitsubishi,MCB,BH-D10,2,0.5,,10,,36,85,68,18,717000
BH-D10 2P 1A C,Mitsubishi BH-D10 MCB 2P 1A 10kA (curve C),Mitsubishi,MCB,BH-D10,2,1,,10,,36,85,68,18,717000
BH-D10 2P 1.6A C,Mitsubishi BH-D10 MCB 2P 1.6A 10kA (curve C),Mitsubishi,MCB,BH-D10,2,1.6,,10,,36,85,68,18,717000
BH-D10 2P 2A C,Mitsubishi BH-D10 MCB 2P 2A 10kA (curve C),Mitsubishi,MCB,BH-D10,2,2,,10,,36,85,68,18,687000
BH-D10 2P 3A C,Mitsubishi BH-D10 MCB 2P 3A 10kA (curve C),Mitsubishi,MCB,BH-D10,2,3,,10,,36,85,68,18,687000
BH-D10 2P 4A C,Mitsubishi BH-D10 MCB 2P 4A 10kA (curve C),Mitsubishi,MCB,BH-D10,2,4,,10,,36,85,68,18,687000
BH-D10 2P 6A C,Mitsubishi BH-D10 MCB 2P 6A 10kA (curve C),Mitsubishi,MCB,BH-D10,2,6,,10,,36,85,68,18,603000
BH-D10 2P 10A C,Mitsubishi BH-D10 MCB 2P 10A 10kA (curve C),Mitsubishi,MCB,BH-D10,2,10,,10,,36,85,68,18,451000
BH-D10 2P 13A C,Mitsubishi BH-D10 MCB 2P 13A 10kA (curve C),Mitsubishi,MCB,BH-D10,2,13,,10,,36,85,68,18,451000
BH-D10 2P 16A C,Mitsubishi BH-D10 MCB 2P 16A 10kA (curve C),Mitsubishi,MCB,BH-D10,2,16,,10,,36,85,68,18,451000
BH-D10 2P 20A C,Mitsubishi BH-D10 MCB 2P 20A 10kA (curve C),Mitsubishi,MCB,BH-D10,2,20,,10,,36,85,68,18,451000
BH-D10 2P 25A C,Mitsubishi BH-D10 MCB 2P 25A 10kA (curve C),Mitsubishi,MCB,BH-D10,2,25,,10,,36,85,68,18,496000
BH-D10 2P 32A C,Mitsubishi BH-D10 MCB 2P 32A 10kA (curve C),Mitsubishi,MCB,BH-D10,2,32,,10,,36,85,68,18,496000
BH-D10 2P 40A C,Mitsubishi BH-D10 MCB 2P 40A 10kA (curve C),Mitsubishi,MCB,BH-D10,2,40,,10,,36,85,68,18,607000
BH-D10 2P 50A C,Mitsubishi BH-D10 MCB 2P 50A 10kA (curve C),Mitsubishi,MCB,BH-D10,2,50,,10,,36,85,68,18,687000
BH-D10 2P 63A C,Mitsubishi BH-D10 MCB 2P 63A 10kA (curve C),Mitsubishi,MCB,BH-D10,2,63,,10,,36,85,68,18,717000
BH-D10 3P 0.5A C,Mitsubishi BH-D10 MCB 3P 0.5A 10kA (curve C),Mitsubishi,MCB,BH-D10,3,0.5,,10,,54,85,68,18,1104000
BH-D10 3P 1A C,Mitsubishi BH-D10 MCB 3P 1A 10kA (curve C),Mitsubishi,MCB,BH-D10,3,1,,10,,54,85,68,18,1104000
BH-D10 3P 1.6A C,Mitsubishi BH-D10 MCB 3P 1.6A 10kA (curve C),Mitsubishi,MCB,BH-D10,3,1.6,,10,,54,85,68,18,1104000
BH-D10 3P 2A C,Mitsubishi BH-D10 MCB 3P 2A 10kA (curve C),Mitsubishi,MCB,BH-D10,3,2,,10,,54,85,68,18,1042000
BH-D10 3P 3A C,Mitsubishi BH-D10 MCB 3P 3A 10kA (curve C),Mitsubishi,MCB,BH-D10,3,3,,10,,54,85,68,18,1042000
BH-D10 3P 4A C,Mitsubishi BH-D10 MCB 3P 4A 10kA (curve C),Mitsubishi,MCB,BH-D10,3,4,,10,,54,85,68,18,1042000
BH-D10 3P 6A C,Mitsubishi BH-D10 MCB 3P 6A 10kA (curve C),Mitsubishi,MCB,BH-D10,3,6,,10,,54,85,68,18,883000
BH-D10 3P 10A C,Mitsubishi BH-D10 MCB 3P 10A 10kA (curve C),Mitsubishi,MCB,BH-D10,3,10,,10,,54,85,68,18,717000
BH-D10 3P 13A C,Mitsubishi BH-D10 MCB 3P 13A 10kA (curve C),Mitsubishi,MCB,BH-D10,3,13,,10,,54,85,68,18,717000
BH-D10 3P 16A C,Mitsubishi BH-D10 MCB 3P 16A 10kA (curve C),Mitsubishi,MCB,BH-D10,3,16,,10,,54,85,68,18,717000
BH-D10 3P 20A C,Mitsubishi BH-D10 MCB 3P 20A 10kA (curve C),Mitsubishi,MCB,BH-D10,3,20,,10,,54,85,68,18,717000
BH-D10 3P 25A C,Mitsubishi BH-D10 MCB 3P 25A 10kA (curve C),Mitsubishi,MCB,BH-D10,3,25,,10,,54,85,68,18,785000
BH-D10 3P 32A C,Mitsubishi BH-D10 MCB 3P 32A 10kA (curve C),Mitsubishi,MCB,BH-D10,3,32,,10,,54,85,68,18,785000
BH-D10 3P 40A C,Mitsubishi BH-D10 MCB 3P 40A 10kA (curve C),Mitsubishi,MCB,BH-D10,3,40,,10,,54,85,68,18,911000
BH-D10 3P 50A C,Mitsubishi BH-D10 MCB 3P 50A 10kA (curve C),Mitsubishi,MCB,BH-D10,3,50,,10,,54,85,68,18,1042000
