SKU,Name,Brand,Category,Series,Poles,RatedCurrent_A,Capacity_kVAr,BreakingCapacity_kA,LeakageCurrent_mA,Width_mm,Height_mm,Depth_mm,Pitch_mm,Price_VND
NF125-SV 4P 20A,Mitsubishi NF125-SV MCCB 4P 20A 30kA,Mitsubishi,MCCB,NF125-SV,4,20,,30,,120,155,86,30,3774000
NF125-SV 4P 30A,Mitsubishi NF125-SV MCCB 4P 30A 30kA,Mitsubishi,MCCB,NF125-SV,4,30,,30,,120,155,86,30,3774000
NF125-SV 4P 32A,Mitsubishi NF125-SV MCCB 4P 32A 30kA,Mitsubishi,MCCB,NF125-SV,4,32,,30,,120,155,86,30,3774000
NF125-SV 4P 40A,Mitsubishi NF125-SV MCCB 4P 40A 30kA,Mitsubishi,MCCB,NF125-SV,4,40,,30,,120,155,86,30,3774000
NF125-SV 4P 50A,Mitsubishi NF125-SV MCCB 4P 50A 30kA,Mitsubishi,MCCB,NF125-SV,4,50,,30,,120,155,86,30,3774000
NF125-SV 4P 60A,Mitsubishi NF125-SV MCCB 4P 60A 30kA,Mitsubishi,MCCB,NF125-SV,4,60,,30,,120,155,86,30,3774000
NF125-SV 4P 63A,Mitsubishi NF125-SV MCCB 4P 63A 30kA,Mitsubishi,MCCB,NF125-SV,4,63,,30,,120,155,86,30,3774000
NF125-SV 4P 75A,Mitsubishi NF125-SV MCCB 4P 75A 30kA,Mitsubishi,MCCB,NF125-SV,4,75,,30,,120,155,86,30,3774000
NF125-SV 4P 80A,Mitsubishi NF125-SV MCCB 4P 80A 30kA,Mitsubishi,MCCB,NF125-SV,4,80,,30,,120,155,86,30,3774000
NF125-SV 4P 100A,Mitsubishi NF125-SV MCCB 4P 100A 30kA,Mitsubishi,MCCB,NF125-SV,4,100,,30,,120,155,86,30,3774000
NF125-SV 4P 125A,Mitsubishi NF125-SV MCCB 4P 125A 30kA,Mitsubishi,MCCB,NF125-SV,4,125,,30,,120,155,86,30,3774000
NF125-HV 3P 15A,Mitsubishi NF125-HV MCCB 3P 15A 50kA,Mitsubishi,MCCB,NF125-HV,3,15,,50,,90,155,86,30,4442000
NF125-HV 3P 16A,Mitsubishi NF125-HV MCCB 3P 16A 50kA,Mitsubishi,MCCB,NF125-HV,3,16,,50,,90,155,86,30,4442000
NF125-HV 3P 20A,Mitsubishi NF125-HV MCCB 3P 20A 50kA,Mitsubishi,MCCB,NF125-HV,3,20,,50,,90,155,86,30,4442000
NF125-HV 3P 30A,Mitsubishi NF125-HV MCCB 3P 30A 50kA,Mitsubishi,MCCB,NF125-HV,3,30,,50,,90,155,86,30,4442000
NF125-HV 3P 32A,Mitsubishi NF125-HV MCCB 3P 32A 50kA,Mitsubishi,MCCB,NF125-HV,3,32,,50,,90,155,86,30,4442000
NF125-HV 3P 40A,Mitsubishi NF125-HV MCCB 3P 40A 50kA,Mitsubishi,MCCB,NF125-HV,3,40,,50,,90,155,86,30,4442000
NF125-HV 3P 50A,Mitsubishi NF125-HV MCCB 3P 50A 50kA,Mitsubishi,MCCB,NF125-HV,3,50,,50,,90,155,86,30,4442000
NF125-HV 3P 60A,Mitsubishi NF125-HV MCCB 3P 60A 50kA,Mitsubishi,MCCB,NF125-HV,3,60,,50,,90,155,86,30,4442000
NF125-HV 3P 63A,Mitsubishi NF125-HV MCCB 3P 63A 50kA,Mitsubishi,MCCB,NF125-HV,3,63,,50,,90,155,86,30,4442000
NF125-HV 3P 75A,Mitsubishi NF125-HV MCCB 3P 75A 50kA,Mitsubishi,MCCB,NF125-HV,3,75,,50,,90,155,86,30,4442000
NF125-HV 3P 80A,Mitsubishi NF125-HV MCCB 3P 80A 50kA,Mitsubishi,MCCB,NF125-HV,3,80,,50,,90,155,86,30,4442000
NF125-HV 3P 100A,Mitsubishi NF125-HV MCCB 3P 100A 50kA,Mitsubishi,MCCB,NF125-HV,3,100,,50,,90,155,86,30,4442000
NF125-HV 3P 125A,Mitsubishi NF125-HV MCCB 3P 125A 50kA,Mitsubishi,MCCB,NF125-HV,3,125,,50,,90,155,86,30,4442000
NF125-HV 4P 15A,Mitsubishi NF125-HV MCCB 4P 15A 50kA,Mitsubishi,MCCB,NF125-HV,4,15,,50,,120,155,86,30,6146000
NF125-HV 4P 16A,Mitsubishi NF125-HV MCCB 4P 16A 50kA,Mitsubishi,MCCB,NF125-HV,4,16,,50,,120,155,86,30,6146000
NF125-HV 4P 20A,Mitsubishi NF125-HV MCCB 4P 20A 50kA,Mitsubishi,MCCB,NF125-HV,4,20,,50,,120,155,86,30,6146000
NF125-HV 4P 30A,Mitsubishi NF125-HV MCCB 4P 30A 50kA,Mitsubishi,MCCB,NF125-HV,4,30,,50,,120,155,86,30,6146000
NF125-HV 4P 32A,Mitsubishi NF125-HV MCCB 4P 32A 50kA,Mitsubishi,MCCB,NF125-HV,4,32,,50,,120,155,86,30,6146000
NF125-HV 4P 40A,Mitsubishi NF125-HV MCCB 4P 40A 50kA,Mitsubishi,MCCB,NF125-HV,4,40,,50,,120,155,86,30,6146000
NF125-HV 4P 50A,Mitsubishi NF125-HV MCCB 4P 50A 50kA,Mitsubishi,MCCB,NF125-HV,4,50,,50,,120,155,86,30,6146000
NF125-HV 4P 60A,Mitsubishi NF125-HV MCCB 4P 60A 50kA,Mitsubishi,MCCB,NF125-HV,4,60,,50,,120,155,86,30,6146000
NF125-HV 4P 63A,Mitsubishi NF125-HV MCCB 4P 63A 50kA,Mitsubishi,MCCB,NF125-HV,4,63,,50,,120,155,86,30,6146000
NF125-HV 4P 75A,Mitsubishi NF125-HV MCCB 4P 75A 50kA,Mitsubishi,MCCB,NF125-HV,4,75,,50,,120,155,86,30,6146000
NF125-HV 4P 80A,Mitsubishi NF125-HV MCCB 4P 80A 50kA,Mitsubishi,MCCB,NF125-HV,4,80,,50,,120,155,86,30,6146000
NF125-HV 4P 100A,Mitsubishi NF125-HV MCCB 4P 100A 50kA,Mitsubishi,MCCB,NF125-HV,4,100,,50,,120,155,86,30,6146000
NF125-HV 4P 125A,Mitsubishi NF125-HV MCCB 4P 125A 50kA,Mitsubishi,MCCB,NF125-HV,4,125,,50,,120,155,86,30,6146000
NF250-CV 3P 100A,Mitsubishi NF250-CV MCCB 3P 100A 25kA,Mitsubishi,MCCB,NF250-CV,3,100,,25,,105,165,103,35,3398000
NF250-CV 3P 125A,Mitsubishi NF250-CV MCCB 3P 125A 25kA,Mitsubishi,MCCB,NF250-CV,3,125,,25,,105,165,103,35,3398000
NF250-CV 3P 150A,Mitsubishi NF250-CV MCCB 3P 150A 25kA,Mitsubishi,MCCB,NF250-CV,3,150,,25,,105,165,103,35,3398000
NF250-CV 3P 175A,Mitsubishi NF250-CV MCCB 3P 175A 25kA,Mitsubishi,MCCB,NF250-CV,3,175,,25,,105,165,103,35,3398000
NF250-CV 3P 200A,Mitsubishi NF250-CV MCCB 3P 200A 25kA,Mitsubishi,MCCB,NF250-CV,3,200,,25,,105,165,103,35,3398000
NF250-CV 3P 225A,Mitsubishi NF250-CV MCCB 3P 225A 25kA,Mitsubishi,MCCB,NF250-CV,3,225,,25,,105,165,103,35,3398000
NF250-CV 3P 250A,Mitsubishi NF250-CV MCCB 3P 250A 25kA,Mitsubishi,MCCB,NF250-CV,3,250,,25,,105,165,103,35,3398000
NF250-SV 3P 100A,Mitsubishi NF250-SV MCCB 3P 100A 36kA,Mitsubishi,MCCB,NF250-SV,3,100,,36,,105,165,103,35,4647000
NF250-SV 3P 125A,Mitsubishi NF250-SV MCCB 3P 125A 36kA,Mitsubishi,MCCB,NF250-SV,3,125,,36,,105,165,103,35,4647000
NF250-SV 3P 150A,Mitsubishi NF250-SV MCCB 3P 150A 36kA,Mitsubishi,MCCB,NF250-SV,3,150,,36,,105,165,103,35,4647000
NF250-SV 3P 160A,Mitsubishi NF250-SV MCCB 3P 160A 36kA,Mitsubishi,MCCB,NF250-SV,3,160,,36,,105,165,103,35,4647000
NF250-SV 3P 175A,Mitsubishi NF250-SV MCCB 3P 175A 36kA,Mitsubishi,MCCB,NF250-SV,3,175,,36,,105,165,103,35,4979000
NF250-SV 3P 200A,Mitsubishi NF250-SV MCCB 3P 200A 36kA,Mitsubishi,MCCB,NF250-SV,3,200,,36,,105,165,103,35,4979000
NF250-SV 3P 225A,Mitsubishi NF250-SV MCCB 3P 225A 36kA,Mitsubishi,MCCB,NF250-SV,3,225,,36,,105,165,103,35,4979000
NF250-SV 3P 250A,Mitsubishi NF250-SV MCCB 3P 250A 36kA,Mitsubishi,MCCB,NF250-SV,3,250,,36,,105,165,103,35,4979000
NF250-SV 4P 100A,Mitsubishi NF250-SV MCCB 4P 100A 36kA,Mitsubishi,MCCB,NF250-SV,4,100,,36,,140,165,103,35,7419000
NF250-SV 4P 125A,Mitsubishi NF250-SV MCCB 4P 125A 36kA,Mitsubishi,MCCB,NF250-SV,4,125,,36,,140,165,103,35,7419000
NF250-SV 4P 150A,Mitsubishi NF250-SV MCCB 4P 150A 36kA,Mitsubishi,MCCB,NF250-SV,4,150,,36,,140,165,103,35,7419000
NF250-SV 4P 160A,Mitsubishi NF250-SV MCCB 4P 160A 36kA,Mitsubishi,MCCB,NF250-SV,4,160,,36,,140,165,103,35,7419000
NF250-SV 4P 175A,Mitsubishi NF250-SV MCCB 4P 175A 36kA,Mitsubishi,MCCB,NF250-SV,4,175,,36,,140,165,103,35,7949000
NF250-SV 4P 200A,Mitsubishi NF250-SV MCCB 4P 200A 36kA,Mitsubishi,MCCB,NF250-SV,4,200,,36,,140,165,103,35,7949000
NF250-SV 4P 225A,Mitsubishi NF250-SV MCCB 4P 225A 36kA,Mitsubishi,MCCB,NF250-SV,4,225,,36,,140,165,103,35,7949000
NF250-SV 4P 250A,Mitsubishi NF250-SV MCCB 4P 250A 36kA,Mitsubishi,MCCB,NF250-SV,4,250,,36,,140,165,103,35,7949000
CV-140,Công tơ điện EMIC 1 pha,EMIC,Meter,CV,1,,,,,189,336,110,,0
CV-Nho,Công tơ điện EMIC loại nhỏ,EMIC,Meter,CV,1,,,,,153,235,90,,0
DLE-3025,Tụ bù Samwha 25 KVAr,Samwha,Capacitor,DLE,3,25,25,,,206,228,120,,0
DLE-3030,Tụ bù Samwha 30 KVAr,Samwha,Capacitor,DLE,3,30,30,,,206,268,120,,0
DLE-3040,Tụ bù Samwha 40 KVAr,Samwha,Capacitor,DLE,3,40,40,,,180,288,120,,0
DLE-3050,Tụ bù Samwha 50 KVAr,Samwha,Capacitor,DLE,3,50,50,,,205,355,140,,0
